"","State.Name","date","keyword","hits","ratio"
"175","Florida","2017-04-01","Cyberbullying",40,1
"176","Florida","2017-05-01","Cyberbullying",35,1
"177","Florida","2017-06-01","Cyberbullying",26,1
"178","Florida","2017-07-01","Cyberbullying",11,1
"179","Florida","2017-08-01","Cyberbullying",31,1
"180","Florida","2017-09-01","Cyberbullying",32,1
"181","Florida","2017-10-01","Cyberbullying",55,1
"182","Florida","2017-11-01","Cyberbullying",48,1
"183","Florida","2017-12-01","Cyberbullying",28,1
"184","Florida","2018-01-01","Cyberbullying",31,1
"185","Florida","2018-02-01","Cyberbullying",35,1
"186","Florida","2018-03-01","Cyberbullying",37,1
"187","Florida","2018-04-01","Cyberbullying",40,1
"188","Florida","2018-05-01","Cyberbullying",28,1
"189","Florida","2018-06-01","Cyberbullying",12,1
"190","Florida","2018-07-01","Cyberbullying",12,1
"191","Florida","2018-08-01","Cyberbullying",19,1
"192","Florida","2018-09-01","Cyberbullying",39,1
"193","Florida","2018-10-01","Cyberbullying",38,1
"194","Florida","2018-11-01","Cyberbullying",26,1
"195","Florida","2018-12-01","Cyberbullying",19,1
"196","Florida","2019-01-01","Cyberbullying",29,1
"197","Florida","2019-02-01","Cyberbullying",21,1
"198","Florida","2019-03-01","Cyberbullying",23,1
"199","Florida","2019-04-01","Cyberbullying",26,1
"200","Florida","2019-05-01","Cyberbullying",22,1
"201","Florida","2019-06-01","Cyberbullying",11,1
"202","Florida","2019-07-01","Cyberbullying",15,1
"203","Florida","2019-08-01","Cyberbullying",26,1
"204","Florida","2019-09-01","Cyberbullying",39,1
"205","Florida","2019-10-01","Cyberbullying",34,1
"206","Florida","2019-11-01","Cyberbullying",42,1
"207","Florida","2019-12-01","Cyberbullying",21,1
"208","Florida","2020-01-01","Cyberbullying",30,1
"209","Florida","2020-02-01","Cyberbullying",33,1
"210","Florida","2020-03-01","Cyberbullying",25,1
"211","Florida","2020-04-01","Cyberbullying",21,1
"212","Florida","2020-05-01","Cyberbullying",15,1
"213","Florida","2020-06-01","Cyberbullying",13,1
"214","Florida","2020-07-01","Cyberbullying",17,1
"215","Florida","2020-08-01","Cyberbullying",25,1
"216","Florida","2020-09-01","Cyberbullying",39,1
"217","Florida","2020-10-01","Cyberbullying",31,1
"218","Florida","2020-11-01","Cyberbullying",19,1
"219","Florida","2020-12-01","Cyberbullying",12,1
"220","Florida","2021-01-01","Cyberbullying",33,1
"221","Florida","2021-02-01","Cyberbullying",25,1
"222","Florida","2021-03-01","Cyberbullying",30,1
"223","Hawaii","2012-01-01","Cyberbullying",36,3.05741252938509
"224","Hawaii","2012-02-01","Cyberbullying",100,3.05741252938509
"225","Hawaii","2012-03-01","Cyberbullying",12,3.05741252938509
"226","Hawaii","2012-04-01","Cyberbullying",49,3.05741252938509
"227","Hawaii","2012-05-01","Cyberbullying",36,3.05741252938509
"228","Hawaii","2012-06-01","Cyberbullying",12,3.05741252938509
"229","Hawaii","2012-07-01","Cyberbullying",11,3.05741252938509
"230","Hawaii","2012-08-01","Cyberbullying",20,3.05741252938509
"231","Hawaii","2012-09-01","Cyberbullying",20,3.05741252938509
"232","Hawaii","2012-10-01","Cyberbullying",77,3.05741252938509
"233","Hawaii","2012-11-01","Cyberbullying",11,3.05741252938509
"234","Hawaii","2012-12-01","Cyberbullying",33,3.05741252938509
"235","Hawaii","2013-01-01","Cyberbullying",20,3.05741252938509
"236","Hawaii","2013-02-01","Cyberbullying",22,3.05741252938509
"237","Hawaii","2013-03-01","Cyberbullying",10,3.05741252938509
"238","Hawaii","2013-04-01","Cyberbullying",51,3.05741252938509
"239","Hawaii","2013-05-01","Cyberbullying",9,3.05741252938509
"240","Hawaii","2013-06-01","Cyberbullying",31,3.05741252938509
"241","Hawaii","2013-07-01","Cyberbullying",18,3.05741252938509
"242","Hawaii","2013-08-01","Cyberbullying",9,3.05741252938509
"243","Hawaii","2013-09-01","Cyberbullying",19,3.05741252938509
"244","Hawaii","2013-10-01","Cyberbullying",45,3.05741252938509
"245","Hawaii","2013-11-01","Cyberbullying",61,3.05741252938509
