"","date","sum"
"1","2016-01-01",228
"2","2016-03-01",212
"3","2016-07-01",49
"4","2016-09-01",258
"5","2017-01-01",127
"6","2017-03-01",217
"7","2017-07-01",71
"8","2017-09-01",355
"9","2018-01-01",166
"10","2018-03-01",109
"11","2018-07-01",51
"12","2018-09-01",195
"13","2019-01-01",196
"14","2019-03-01",196
"15","2019-07-01",39
"16","2019-09-01",204
"17","2020-01-01",137
"18","2020-03-01",118
"19","2020-07-01",22
"20","2020-09-01",149
"21","2021-01-01",60
"22","2021-03-01",59
