"","date","sum"
"1","2016-01-01",460
"2","2016-03-01",497
"3","2016-07-01",289
"4","2016-09-01",460
"5","2017-01-01",447
"6","2017-03-01",454
"7","2017-07-01",289
"8","2017-09-01",421
"9","2018-01-01",432
"10","2018-03-01",537
"11","2018-07-01",280
"12","2018-09-01",476
"13","2019-01-01",408
"14","2019-03-01",420
"15","2019-07-01",268
"16","2019-09-01",422
"17","2020-01-01",376
"18","2020-03-01",317
"19","2020-07-01",269
"20","2020-09-01",315
"21","2021-01-01",271
"22","2021-03-01",370
